source_id,entity_name,category,city,address,latitude,longitude,primary_contact,secondary_contact,opening_hours,image_url,data_source
ChIJ3REbZF6V3zgRVJwapWi3c6I,Shifa International Hospitals Limited,Hospital,Islamabad,"4 Pitras Bukhari Rd, H-8/4 H 8/4 H-8, Islamabad, Pakistan",33.6751852,73.066496,92518464646,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJ3REbZF6V3zgRVJwapWi3c6I/photos/AcnlKN2eSonllm6Z7b6ENUxkwJ6puQcHOLFRj67ktWxUBT-i8r8CXCyANHmn3yxaBGawYSptT0ssXrCUXMQ8tJmd_ph8jsyzLG-dUERgsI0XW4SMHycjGPEyWie3I4i5znwXSBQKZZQFF2XQA_6lQx3hKYwFOktca8k7zfYkz3y2OQ9MA9bykFNmLfvamAeKzB5Kvoy1Klael0wZYOLDZkpx0NCufxTh7i4nbXOjB3WLln2nTHewh6AwBm5AW-cqPbxBGerqeqeBDTao04Zgevi5zOoM8nbgoURX0ylaMqaKFVcAqw/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJIRa7Ewnu3zgR8gJfU8yhKfo,Riphah International Hospital,Hospital,Islamabad,"Opp Gate 7, DHA Phase2, near kaakpul, Islamabad Expy, Sector A DHA Phase 5, Islamabad, Pakistan",33.5381622,73.1859579,92514486062,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJIRa7Ewnu3zgR8gJfU8yhKfo/photos/AcnlKN1Uxhnfbku3CKzsWnfh4YLYf3IKHKcYUXjzV6hq9Zkw96YTfTfXigtQeeQlLlXHKfRnCIjBvkzTXSnW3cCuay4nPn7wpjNQt68-pde4-aATQqDAjOJIgPCC_KOHI1hC6YUM2GYqe7H3Ru8rbtzHfOmODX86GVdb_PY5VdwUaLTKVkUh0p9tn1WfFkp_M8vQK59zIYNAqY6b9OZ5Y26tsGNLUSH74WfOfepbwnBpFSGiU636KS801b_FamL2BK_LHw3buWcI5XEHg671W2BqCwbRlR0GuSKDXC9izXxYGAIqiAsBzRZCyJtgwI7fB90t3_kJF2y10-hfBzcqksZ42eFG3lysit-jPpXXImVhB_IgoIO7sIhoz1YrWuAVDBkyn87rTiXs-75zUuTWnSuxcBWwoOfH44e2dZCwRwJGZJI/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJE-rTqHfv3zgRzztbtk47o8c,Islamabad Health Services Hospital,Hospital,Islamabad,"D-23, Commercial Street 02, Block D Naval Anchorage, Islamabad Expressway Islamabad, Block D Capital, Territory, 44010, Pakistan",33.5688753,73.200526,923335767177,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJE-rTqHfv3zgRzztbtk47o8c/photos/AcnlKN12zGAQKhK6UHm25ijTu1vo6VuyFZN-B_nbKO2YYhQuclpm39J005jE-NF7yko3mjgsEhdRoAkwbunVvlC2ttxPE22T9sLs_27zPmf0N-Q2kofcNdzAU0NFPaLJmHWu6ar_cVnt_zHWT2MI6SGHsoudRy83z-_kqpVN3r7taTdjQcSh3dZ7fxcmzGpQVFXE9v2nZeoMZbkjqBDR7vI6wpFmfSWi_J5nkmuQyKffMtlIyMhPN7IH9pmNj4S_O-H3qbRspPkrDAEwZ5dzCSqVWLJsK6kS0j-xXDNzyUTOEte-7-T8UY0gpKlLjNs7FT7WG_0uO8vFfFyAOBT1JWG3WeJHRaRuZUPe-C1DfHHdY2P05Gmhp-B-h1GTuJ8V60c7Q8ZRaVTXR8yqCYV5rd-7rvyLYpsWoezYnK4InxVXxFacYwA/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJF6A8s7e93zgRheng4SwN9MQ,Islamabad International Hospital & Research Center (IIHRC),Hospital,Islamabad,"2 Main Double Rd, Northern Strip FECHS E 11/2 E-11, Islamabad, 44000, Pakistan",33.7020189,72.9676998,92512304941,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJF6A8s7e93zgRheng4SwN9MQ/photos/AcnlKN2t2YUVKKr_YkIn-8oYbbju4NT2-OiNY0_VqTVHnfTOPfel1EgcUcYfV1imDYrBaSlYQ6Wzj0gf362ZQHFEOoJ1R5YcQ7QIaw2yLls6VMrhGyd48WgsbskUnp3RpWeRRb5jBKo7e5BN2RLQw7gXN1sU5Yp17fTKI_f0xqGOMXnAaeZHHfxrfgHNxP-2zxds_vHnKdduDK7iv4Duk3ZpVC2wZ1ZqKR2n4n1HEnaeuW748LER8CuPkQ1-SqVWLWpIb7qvEKG9Mf3zBup8LpxvcdZwF4R2yaMEj1wU9gRY9qPn7g/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJMZ6Mbc_t3zgRqfImR48NaRM,Gulf Care Hospital Islamabad,Hospital,Islamabad,"Plot # 3, River Garden Society, Islamabad Expy, River Gardens Housing Scheme, Islamabad, 44000, Pakistan",33.5546084,73.1666223,923295121335,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJMZ6Mbc_t3zgRqfImR48NaRM/photos/AcnlKN3FOfWOrG6K0DXR7Py3dNfmvZ8k2aUuzQ3yHcVsLyldkEsLMbE5FDuS5QdQk57QTBlIFThZNox-sFJHQz8nRUCoInzhKCoB9LYT-kEFVnlf4_7JXTVHhxnFJGNHkS0k84gtku3hhy3unsZiXH_taDNMLECIxd_YQt3GzcsHpwYrnjRThEnEZ_wEpj65wSHPa-cVGGR6Ay5IwuGGrjPa7uHZOBstxMe0BdrGSdKnlDQGrm0vf8i8DBAzWAPisrcwj7RzP8jBEOrI5hYQKYygELgbb_tyruzHjHFoP7TxzHkGMQ/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJy6jOz2GW3zgR2UF50_z5-JU,Quaid-e-Azam International Hospital,Hospital,Islamabad,"Peshawar Rd, near Golra Morr, H-13, Islamabad, 44010, Pakistan",33.6248005,72.9732462,92518449100,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJy6jOz2GW3zgR2UF50_z5-JU/photos/AcnlKN2CpUeR5Q7sw1p6tGdHAYYuSh82d9wA7s_dZtZaS-MXDjOTvuU19yGZC7nrCLvRJrxyWPvgURNFbFxmdDoTelWvcaoEmAtWmzYn0R9TtE8Sdn0GF1UIqzzA1_VMru8UNgVmzn6k2IEvWOvIgPSJ-jZSF3kan7kyAzhSD8myWLxW7n07aQOEUwau6P5j1SzzirBs9wFyNfsQFBPWzuQnaSS1eIzJNsV--DsscwOajB8N_v-KNlqyeyZfdOetpFjYUXHOcBTEyMnV0CZs55GPcFPsj-D5h2Kp5IAs3ewdae6d6Q/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJsw4waPns3zgRiVCf1Y5JSrQ,Shaafi International Hospital,Hospital,Islamabad,"C-3 Doctor's Town، Main Main PWD Rd, Doctors CHS, Islamabad, Pakistan",33.5661116,73.1298586,92515170395,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJsw4waPns3zgRiVCf1Y5JSrQ/photos/AcnlKN1L8f4s9BuR9FHClu9iSP4vo9SqL5k2sU36g1PszNa8C93QLM8gjDcEou5MbsosTtYgR3hKyfSFI1UfKakzNZoljbTXJ8jKzZ5sckdE0B9qIVMarP81tlsnvAiXjC_yqMn0_p3K6TWxiMYRfYR0UXXx0lPuZ5XDvn5GL8wfIxxG4MJBalH6iSNs7J6w2T0yUFbqLmZKTYYYc8KcZo0A-fbhkVxbzE1021V896706tKUuGJvi5EEBeJssnNt8TRM4siWHn-2jqZseQREl_TZ6jdpFmZJAZzbYuRt2cSSzwvBJBgSlBatW2TfGycADbP7Qo4ueKYxODOO_jyKQBifeuU2_zHwa2pya8cHz-fkKmTdXZfgAEDgKoS9mseUZC2-6aZCWlqT49pvoowwIJOGMPi_ziMvDn-zVMm7vN4SsgNxJ7iX3AQBBDRSzBA7a_0z/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJvyy6D_i_3zgRCES6-d_ei5A,"Saeed International Hospital Near PSO Petrol PumpG-8 Markaz, Islamabad",Hospital,Islamabad,"Markaz Rd, near PSO Petrol pump, G-8 Markaz G 8 Markaz G-8, Islamabad, 44080, Pakistan",33.6976615,73.0508145,923311110675,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJvyy6D_i_3zgRCES6-d_ei5A/photos/AcnlKN2C2zDgKJb0NMHhTNhnTxjwtdwpJe5mPcIeo1ShBPz29phN2iYvE9y_a0vFWVKtH66_tZlaLToXWwaM9JZlavxHHR67e0X7IBAuhY23sKDOaBaMrP2ZLZmL03gDhB1vPwB9MaBu6s6IY2vyGFzBBYQIZn36ThT6AHyQyKflmn9vPD1qF4v6ooSic68gAB6K1hY4lPCqwyZ9vo3aJ0_P1T7Xpu9h9UgS7TMRQ3QodSHavKXaOe_HOcCKERQMDiiAVFfOYrOwHngbMJ8MqqoTkePS4IwlC6qOGi-eWx-J4Z6YMg/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJrVkTbei_3zgRFRHtr-4iWFY,Shahida Khaliq Hospital,Hospital,Islamabad,"Plot No 14, Street No 22, 17-4 Street 22, G-8/4 G 8/4 G-8, Islamabad, 44000, Pakistan",33.6922398,73.0575614,923392331908,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJrVkTbei_3zgRFRHtr-4iWFY/photos/AcnlKN3YesunbBBg5OBMAUnLpW-qY98e_DQwKKNOxi0DC0QqB8PbPaqVT77chmmOAmvRCfDMXpOYNPHvVRsnwW87qKIuae_BA6_XitEA2RvRcnoDIZqgnz2Mi6XLIZ-2zez8crTsznD_e7KoSbpd7gtNia2Z8OpFFS_aBKjU-kbBOiXYwaNusW0bDiTgwqx8P4SsaNeQ_vfFjyD9PMcr3UybHkjULj07i0FN6T2Th-PF-xgjQQDvN5u-pG1z01_DpNFoqI-Zp94zDqlnK-1vmPrpe8xhQTtlMPlsQJL7h5TsebJQ4Q/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJkbfeCpu_3zgR-0_toGPIxcI,Kulsum International Hospital,Hospital,Islamabad,"2020 Jinnah Ave, Block E G 6/2 Blue Area, Islamabad, Pakistan",33.7181483,73.0729481,92518446666,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJkbfeCpu_3zgR-0_toGPIxcI/photos/AcnlKN0V5tkgRTvS5O8ycK8MEP_-gwNF1Wz-jS_oNAp3WkOVpnuNBUYvMfPVBCzwzP63CGT01-uRhQGZvfzhKJjZ69CfmHnmQRfKq52yxwmETTMSVGyf6P5gEk6VaZQcD0beDCtAd9BZUUwKV_mBj-BaI-omEnifalFBFb7g0vXaAD5OKkjKV_2Mv437xIql41zD1x-v64fTg15yaeZYD25YtGQZCfUIWXpmTyAcxL2UmaB7KWxvj_953-SOPHAkC1HrYhtA-91CUhUKVqUEO40hv4yC8QXN_k2HbwPqgY9URUUS6A/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJh2ukhweV3zgRT17gYcdt1Tg,PIMS Hospital Islamabad,Hospital,Islamabad,"Ibn-e-Sina Rd, G-8/3 G 8/3 G-8, Islamabad, Pakistan",33.7033131,73.0523353,92519261170,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJh2ukhweV3zgRT17gYcdt1Tg/photos/AcnlKN2_hEN1ikvdevsM4ZVHfBAcnFxE6yHPk96zGC5G9cIku5TJXB4hYgOGC5BIOLfdRdI4DnwLYIkRhR-SDWFdcmgzW_0uppWW6KefiNgOlYz-Qwy2TC7SL9E69UnYr5nR8Xrjy6NrSvmyvIjfgJEZY5qcHISjqnUXqB7BZnlsSb3Yu0kEvkjj1Vzl7BqS1bwTnQsKurp-CHtIbTscqOrmen6b3TYacu3SnNjudyGWx4cFnV61LS9S9OqR7GVJlPYp5WGiWg9zzpAUFRop7ZHg-h4FGsJr3RZa0h3HyGzoVDTjLoSuA5_PHEW8EAl7-1cPAiGkLXwwf5qsSwvRZgrp-Lm-x6c6xyWTif0-33uAhtDj8s0K0VIwJDRgPPKErWl9F3fU4wDa4xKteXeympl9CyzNTxywvOgiPkMwQLZkwcRq0A/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJeXL8d2u-3zgR751e79FhWoU,Maroof International Hospital,Hospital,Islamabad,"Service Rd E, F-10 Markaz F 10/3 F-10, 04412, F-10 Markaz F 10/3 F-10, Islamabad, 46000, Pakistan",33.6974597,73.0116512,9251111644911,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJeXL8d2u-3zgR751e79FhWoU/photos/AcnlKN3y9Oc7RXsJnfz-cCVn-28qdWJCtaG8hJJv3caKEmZ9Oq5F9XMxUXx6Szbcc2mkF7rV18y9it_4cffw793fmrw9PKCqabvBp8XcYNI0d98JSf_lljX3E5nALNqQ0ZdFCKG2j9h1BwEuREU1Vgh8VW8TiSLv4RHrpIQwbu0-o0NBgr6aoQi7ebeobW8RspL_1mdxZILb7insxOa5FSjC6Cl0LVKHTXZvvnPpqtZTX5xuJe9QbkOGtNsTIVGcOoRcHIOhy9O4nh0EW_SgjbbntNufwt75s5GCo_LFCdjJ8L-Yfy-05rx_jwXbiNRKZcrVWCf6QG1-ck_yUru4HlKH-f8fNGyAxhopn2-FiKHfkc1gzvgZzthoObH7E8Dx3lhJKHOaJmM67tPQ3qqFaR32xkisjZgKHHYhJIgtEYu9fM-g8po/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJVWKwe9W_3zgRAfmS3FTwpLQ,PAF Hospital Islamabad,Hospital,Islamabad,"P288+7R3, Hospital Rd, E-9/1 E-9, Islamabad, 44000, Pakistan",33.7156253,73.0170599,92519567000,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJVWKwe9W_3zgRAfmS3FTwpLQ/photos/AcnlKN0APHTK6vHpioEhz5OsDbGj_AZvCXwcr9MieWe67ErXZjSVv4nTg3d1uZeoQ98LL6eGuzwDkfMBm0F04KdDQXXHb6pwRtxNAuvFsukpwWYu1s4fu00-uXevgL0R-duBrRkNmIRihJuoCtF5PJts8Ey6hkjw91V8-4uIypFNnfbNqMKoadGKtZ8VvR6Q0X1rsU5GDeMvV7dNrhiwxgL6npzdDvwAcFtI8yKjKfXaT2R6JrXBPIDOaqO4EBuaHf4DIrrYOMDVieJzFctYzJyMRb51IEjGwFhE6Mno_glWLFgtU_gNpcmgi97pt6UULkMMg2g-3KPEwsNQi0OcNNCnqpJNkK4_OxYpOdV9rJGOsqRvzbehAxMX8BpLBf818DOLxfeRlxgGNjQpRidsLn0HddlrVR1UOgjYeX-PrLTydT0ssg/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJmfuAERGV3zgRhzEGf-r5BIY,Saeed International Hospital G-11 Markaz Islamabad,Hospital,Islamabad,"Shabbir Sharif Road, G-11 Markaz G 11 Markaz G-11, Islamabad, 44000, Pakistan",33.6686685,72.9999911,923311110675,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJmfuAERGV3zgRhzEGf-r5BIY/photos/AcnlKN1906Hf2BlySOARi1UO-cq87P8Eu7Ng22_o4JkIf3NmjltuvJpFZX4KDrSB9cBLGTSpFXfsrEadHh9qXtGZBjk3fxKAKzEnaP9LQcsbxNB-v48ItwS7cMwbGYP7HB-6TSLh-WyZ-ykd1Lk8Xu22fKj6th9UFmOtoY6QLXmeNGuNtY7iTZGBNNlQGCaGha-M_AYVMxwaH8RnzwlGmOyshthvs5j02k4_w8SrJvc7WPY4lUJHD8Z6aYdxD1_cXQovZz5JsWHjVpuEgPg6kBffspYkuhZvIqLlWtY8Z1kpyhBKLA/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJCxqqHcCV3zgR0X63dYtOV2M,"PAEC General Hospital, Islamabad",Hospital,Islamabad,"PAEC GENERAL HOSPITAL, H-11/4 H 11/4 H-11, Islamabad, 44000, Pakistan",33.6525608,73.016503,925192571716,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJCxqqHcCV3zgR0X63dYtOV2M/photos/AcnlKN15dt4y-jpWgjpvmxpq9NSKic4uTtXHLgGp3eP9NIx3ebb8fzVNo2n_M_awUa8CRzBUBtc30peZcDzvRvcC5YO3y9Bu0aqXBnjGcYBbsBO-ykRgPJRlZAjSM-P94mFG6J5A8KCWTX4u2Mh6_GrICqyeYRbdasEH8ap6OfCg4C2xRWgPIsrgscRZhepEOEyhIer9i7jOSKJ-eZ9UEytMX89LlBWlmGo0oAWPOAQhE_0zeyMr_rjmmKYQavmHNHjJTChCToYNpxUwku8wXhIcOnu8NWhHRefu1O7_Z-W1SI_uaD7UohHAxgjSj-ZNyWqS4Q-7MrlX90pNttgi8cFSVVGJ3JLSLV1pcbUpjL1EwRTPz6x4WTKuPnpaktEkNJ6iDQALkFMlnKu9XG5tbWGt0Hk_i2b0FzwCFPq2mN_Tjjy4KvqR/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJw-FYIa-V3zgRpIZcDuiH97w,Islamabad specialized hospital...,Hospital,Islamabad,"Main Double, Rawalpindi Stadium Rd, Dhoke Babu Irfan, Rawalpindi, 43600, Pakistan",33.6527227,73.0716286,92518779111,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJw-FYIa-V3zgRpIZcDuiH97w/photos/AcnlKN1KFvkCxBjVk4x8isTQu4wwvC-KrQO5BRqvBXbf1jTy-LGzszq1TFBQpFK0pVSP9U_70ZMx-m1DA9uVCUnxE1rgmVYTiUHWg4xeL8n-bHRvsZNO6jNS227UnIptW3vBanFiqRyx60MlG977BcxFHwYGW89mlEaFB40wbYEuHtutFaLOy55fRtV35Qc0M5CH2jY0aBLugPpeyAwUv9ZQsOdvn1FPjoOyJw4xoQyiti1CaX0FlDfpGIAceyg_9_RcbhI3EZZo_hg-oUiasitcT3N4orr8Y0_c_n_5k56JN74loBoOH67yuL2-no8ghRLdL8CalA28DbaFacGPvq19irgY-wIfYs3jzvTirTGNDZvCWgGFffN74geS1-y4ZrKq5wDq4pdCh55ya1fZuIcEwELDzHkKEXAnaNrsRRTFK5mNfA/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJbeIiEgDr3zgRAT3j1rb1ZNA,Elaaj International Hospital Islamabad,Hospital,Islamabad,"Main Service Rd E, Khanna Bilal Town Khanna, Islamabad, Pakistan",33.6302424,73.1149982,92512619276,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJbeIiEgDr3zgRAT3j1rb1ZNA/photos/AcnlKN1_MyTLEPc2WyP4WCBR_ZImGTCcYoDtSQZmmCpUeoT1d9o0vxWQ19plhp_CyF3kSr_vVj9cGPn3groExkZqUP8wkpQlNkcMQ13dCR2KIyALC4CkSKIPiAmPOK5F5KA3N6yuOBqjYCBkqmv3MhoNT5DTiebFzNdMhThO3Ye5hLKY8Uu9EM-hOKNFE8U4Oem0C82xvQjatOlcJGm-0A3X9Qcof45GzOHSddwmPW6BV6pFDEanF3RtJ2TJxRR0randRMYr1YqIUjqTKPVKpneBGJN0oLUElF7CZs2A1OQ6VfLI1WsI52dZGO7ACMLwppc04mmKOQYxwPotkhFDDWCMLES5dM5ndlNktDYmQRGKdnFNDRAEka4yVgkWtFJTlmfO_OOucV8RNYzrc-c5FicDbn9gxnAmmPKEQxi4ZjhHZhidYQ/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
